"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1000843|"Martin Merrild"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Martin Merrild,, Det Danske Fjerkræraad"|2260
1000846|"Martin Merrild"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|"Formand"|"Martin Merrild, Formand"|2260
1000699|"Martin Nørgaard"|"Autobranchens Handels- & Industriforening i Danmark (AUTIG) (bestyrelse)"|""|"Martin Nørgaard,"|2261
1000991|"Martin Paulsen"|"Hanstholm Fiskeriforening (bestyrelse)"|""|"Martin Paulsen,"|2262
1000803|"Martin Petersen"|"Dansk Juletræsdyrkerforening (bestyrelse)"|"Formand"|"Martin Petersen, Formand, Juletræsproducent"|2263
1000132|"Martin Porsgaard"|"DI (Udvalg for Miljø)"|""|"Martin Porsgaard Director SAS Danmark A/S"|2264
1000857|"Martin Rahbek"|"Dansk Erhverv (bestyrelse)"|""|"Martin Rahbek, Adm. direktør Konica Minolta Business Solutions Denmark A/S"|2265
1001012|"Martin Rahbek"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Martin Rahbek, Konica Minolta Business Solutions Denmark a/s  martin.rahbek@konicaminolta.dk"|2265
1001024|"Martin Rahbek"|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|""|"Martin Rahbek, Konica Minolta Business Solutions Denmark a/s - Formand  martin.rahbek@konicaminolta.dk"|2265
1001071|"Martin Rasmussen"|"Danboat, Søsportens Brancheforening (bestyrelse)"|""|"Martin Rasmussen, Suppleant - Bådsalgsgruppen"|2266
1000990|"Martin Riis"|"Foreningen af Fabrikanter og Importører af Elektriske Husholdningsapparater (FEHA) (bestyrelse)"|""|"Martin Riis, OBH Nordica Danmark A/S"|2267
1000925|"Martin Robert Knudsen"|"Forening af Private Golfbaner (bestyrelse)"|""|"Martin Robert Knudsen, Golfklub Storsådalen."|2268
1001013|"Martin Rovsing"|"IT-Brancheforeningen (Mobil Brancheforum)"|""|"Martin Rovsing, Telenor  mro@telenor.dk"|2269
1000124|"Martin Sattrup Christensen"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Martin Sattrup Christensen Adm. direktør Berendsen Textil Service A/S"|2270
1000757|"Martin Schøtt"|"Foreningen af Rådgivende Ingeniører, F.R.I (Aftaleudvalget)"|""|"Martin Schøtt, Grontmij"|2271
1000996|"Martin Simonsen"|"DANSK IT (bestyrelse)"|""|"Martin Simonsen, Afdelingsdirektør Danske Bank"|2272
1001002|"Martin Simonsen"|"DANSK IT (HR)"|""|"Martin Simonsen, udviklingschef, Danske Bank"|2272
1000149|"Martin Skou Heidemann"|"Dansk Byggeri (Bestyrelse)"|""|"Tømrermester Martin Skou Heidemann Skou Gruppen A/S"|2273
1000857|"Martin Storm"|"Dansk Erhverv (bestyrelse)"|""|"Martin Storm, Adm. direktør 3M A/S"|2274
1001047|"Martin Thau"|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|""|"Martin Thau, Randers Spildevand"|2275
1000911|"Martin Vang Hansen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Analyseudvalg)"|""|"Martin Vang Hansen, CFO Vækstfonden"|2276
1000917|"Martin Vang Hansen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Ventureudvalg)"|""|"Martin Vang Hansen, CFO Vækstfonden"|2276
1001025|"Martin Warming"|"IT-Brancheforeningen (Udvalget for it-sikkerhed)"|""|"Martin Warming, NNIT A/S  mrwm@nnit.com"|2277
1001029|"Martin Aabak"|"Danske Speditører (bestyrelse)"|"Adm. Direktør"|"Martin Aabak,Adm. Direktør"|2278
1000820|"Mathias Bleibach"|"Dansk Ejendomsmæglerforening (økonomiråd)"|""|"Mathias Bleibach, 2. kreds"|2279
1000827|"Mattias Manstrup"|"Byggesocietetet (Netværksgruppe4 i Aalborg)"|""|"Mattias Manstrup, Søren Enggaard A/S"|2280
1000967|"Max Hansen"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Max Hansen, SE a.m.b.a. (Syd Energi Salg A/S), medlem"|2281
1000753|"Max Karlsson"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggeriudvalget)"|""|"Max Karlsson,Rambøll Danmark"|2282
1000824|"Max Karlsson"|"Byggesocietetet (Netværksgruppe1 i København)"|""|"Max Karlsson, Rambøll A/S"|2282
1000926|"Max Riis Christensen"|"Foreningen for Distance- og Internethandel - FDIH (bestyrelse)"|""|"Max Riis Christensen, Stifter af MakesYouLocal.dk og konsulent hos OROI Management"|2283
1000894|"Maybrit Nielsen"|"Dansk Håndbold Forbund (Børne- og ungeudvalget)"|""|"Maybrit Nielsen ,"|2284
1000838|"Melissa Clark Nielsen"|"Byggesocietetet (Solenergiudvalget )"|""|"Melissa Clark Nielsen, Kbh., Universitet, Campus Byggeri"|2285
1000969|"Merete Fussing"|"VP Securities A/S (bestyrelse)"|""|"Merete Fussing, Key Account Mgr."|2286
1000812|"Merete Ingemann Bangstrup"|"Foreningen af Specialtandlæger i Ortodonti (FSO) (bestyrelse)"|""|"Merete Ingemann Bangstrup, Kastrup (kursussekretær)"|2287
1001061|"Merete Lehmann Andersen"|"Foreningen af Danske Landbrugskonsulenter (bestyrelse)"|""|"Merete Lehmann Andersen, Foreningen af Danske Svinekonsulenter - FADS, LandboNord - SvineRådgivning"|2288
1000913|"Merete Lundbye Møller"|"Dansk Venture- og Kapitalfondsforening - DVCA (Juridisk Udvalg)"|""|"Merete Lundbye Møller, partner Sunstone Capital"|2289
1000161|"Merete Preisler"|"Finanssektorens Arbejdsgiverforening (Direktion)"|""|"Underdirektør Merete Preisler"|2290
1001012|"Merete Søby"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Merete Søby, Hitachi Data Systems A/S  merete.soby@hds.com"|2291
1001016|"Mette Berning"|"IT-Brancheforeningen (Juridisk udvalg)"|""|"Mette Berning, Nets Denmark A/S  mette.berning@nets.eu"|2292
3000054|"Mette Bove-Nielsen"|"Foreningen af danske interaktive medier (bestyrelse)"|""|"Mette Bove-Nielsen, Libris Media A/S"|2293
1000721|"Mette Carsted"|"Bygherreforeningen (Digitalisering)"|""|"Mette Carsted, Universitets – og Bygningsstyrelsen"|2294
1000837|"Mette Dan Weibel"|"Byggesocietetet (Sundhedsudvalget )"|""|"Mette Dan Weibel, Aarhus Arkitekterne A/S"|2295
1000846|"Mette Grønvald Nielsen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Mette Grønvald Nielsen, Sekretær, Lanbrug & Fødevarer"|2296
1000140|"Mette Heileskov Bülow"|"DI (Udvalg for Transport og infrastruktur)"|""|"Mette Heileskov Bülow Vice President, Group Transport Vestas Wind Systems A/S"|2297
1000941|"Mette Hill Lærkesen"|"Legetøjsbranchens Fællesråd - LF (bestyrelse)"|""|"Mette Hill Lærkesen, Image Original Gifts"|2298
1000932|"Mette Holm"|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (bestyrelse)"|"Sekretariatschef"|"Mette Holm, Sekretariatschef"|2299
1000712|"Mette Kynne Frandsen"|"Danske Arkitektvirksomheder (Internationalt udvalg)"|""|"Mette Kynne Frandsen, Henning Larsen Architects A/S"|2300
1001011|"Mette Lundberg"|"IT-Brancheforeningen (forretningsudvalg)"|""|"Mette Lundberg, ITB - Sekretariat  mel@itb.dk"|2301
1001012|"Mette Lundberg"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Mette Lundberg, ITB - Sekretariat  mel@itb.dk"|2301
1001017|"Mette Lundberg"|"IT-Brancheforeningen (Miljøudvalget)"|""|"Mette Lundberg, ITB - Sekretariat  mel@itb.dk"|2301
1000779|"Mette Marie Harries"|"Den Danske Finansanalytikerforening (DDF) (Investment and Securities Law Netværket)"|""|"Mette Marie Harries, Nordea"|2302
1000134|"Mette Rose Skaksen"|"DI (Udvalg for Offentlig-privat samspil)"|"Sekretær"|"Mette Rose Skaksen Branchedirektør (Sekretær) DI"|2303
1000826|"Mette Seifert"|"Byggesocietetet (Netværksgruppe3 i København)"|""|"Mette Seifert, Aberdeen Asset Management Denmark"|2304
1000721|"Mette Tougaard"|"Bygherreforeningen (Digitalisering)"|""|"Mette Tougaard, Københavns Ejendomme"|2305
1000739|"Mette Trige"|"Veterinærmedicinsk Industriforening (VIF) (bestyrelse)"|""|"Mette Trige, Country Manager Dechra Veterinary Products A/S"|2306
1000728|"Mette Trige Skovgaard"|"Dansk Aktionærforening (repræsentantskab)"|""|"Mette Trige Skovgaard, Cand.merc"|2307
1000130|"Mette Valentin"|"DI (Udvalg for Konkurrenceret)"|""|"Mette Valentin Vicedirektør Scandinavian Tobacco Group A/S"|2308
1001020|"Mette Vind"|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|""|"Mette Vind, KMD A/S  mtev@ramboll-informatik.com"|2309
1000787|"Michael Ahlefeldt-Laurvig-Bille"|"Danmarks Kartoffel Råd"|""|"Michael Ahlefeldt-Laurvig-Bille, Greve , Egeskov Slot"|2310
1000110|"Michael Alstrup"|"Dansk Mode & Textil (Bestyrelse)"|"Næstformand"|"JBS-Undertøjet A/S"|2311
1000821|"Michael Andersen"|"Dansk Ejendomsmæglerforening (bestyrelse)"|"Vicedirektør"|"Michael Andersen, Vicedirektør"|2312
1000132|"Michael B. Jørgensen"|"DI (Udvalg for Miljø)"|""|"Michael B. Jørgensen Adm. direktør Beck & Jørgensen A/S"|2313
1000809|"Michael B. Larsen"|"HBL - Helsebranchens Leverandørforening (bestyrelse)"|""|"Michael B. Larsen,"|2314
1000699|"Michael Bendtsen"|"Autobranchens Handels- & Industriforening i Danmark (AUTIG) (bestyrelse)"|""|"Michael Bendtsen,"|2315
1000114|"Michael Bergmann"|"Grafisk Arbejdsgiverforening (Bestyrelse)"|""|"Michael Bergmann AKA-PRINT a/s Tilst"|2316
1000140|"Michael Brandt-Nielsen"|"DI (Udvalg for Transport og infrastruktur)"|""|"Michael Brandt-Nielsen Adm. direktør City-Trafik A/S"|2317
1000156|"Michael Brandt-Nielsen"|"Arbejdsgiverforeningen for Kollektiv Trafik (AKT) (Bestyrelse)"|""|"Michael Brandt-Nielsen Adm. direktør (Formand) City-Trafik A/S"|2317
1001013|"Michael Buch Sandager"|"IT-Brancheforeningen (Mobil Brancheforum)"|""|"Michael Buch Sandager, Mobiletech Danmark A/S  mbs@mobiletech.dk"|2318
1000968|"Michael Budtz"|"Energiretsforeningen (bestyrelse)"|""|"Michael Budtz, Advokat Kromann Reumert"|2319
1000155|"Michael Budtz Berthelsen"|"FødevareIndustriens Arbejdsgiverforening (Bestyrelse)"|""|"Michael Budtz Berthelsen Supply Chain Direktør Bisca A/S"|2320
1000857|"Michael Christiansen"|"Dansk Erhverv (bestyrelse)"|""|"Michael Christiansen, Adm. direktør IDdesign A/S"|2321
1000962|"Michael Cordsen"|"Dansk Magasinpresses Udgiverforening (bestyrelse)"|""|"Michael Cordsen, Bonnier Publications, Adm. direktør"|2322
1000826|"Michael Dinesen"|"Byggesocietetet (Netværksgruppe3 i København)"|""|"Michael Dinesen, Jeudan A/S"|2323
1000101|"Michael Folkersen"|"Kristelig Arbejdsgiverforening (Hovedbestyrelse)"|""|"Michael Folkersen Globe Service"|2324
1000721|"Michael Friis Ørsted"|"Bygherreforeningen (Digitalisering)"|""|"Michael Friis Ørsted, CPH"|2325
1000740|"Michael Glud"|"Dansk Skovforening (bestyrelse)"|""|"Michael Glud, Skovbrugschef i HedeDanmark"|2326
1000865|"Michael Gram Kirkegaard"|"Brancheforeningen for Privathospitaler og Klinikker (bestyrelse)"|""|"Michael Gram Kirkegaard, Adm. direktør, Teres Medical Group Danmark"|2327
1000148|"Michael H. Nielsen"|"Dansk Byggeri (Direktion)"|""|"Direktør Michael H. Nielsen Virksomhedsudviklingssekretariatet"|2328
1000117|"Michael Hinca"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Michael Hinca HR direktør SAS Danmark A/S"|2329
1000755|"Michael Hjerl Hansen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Infrastrukturudvalget)"|""|"Michael Hjerl Hansen, NIRAS"|2330
1000871|"Michael Hjorth"|"Danmarks Fotohandler Forening (bestyrelse)"|""|"Michael Hjorth, PhotoCare Viborg"|2331
1001023|"Michael Holk Wätjen"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Michael Holk Wätjen, Logica Danmark A/S - Formand  michael.holk.watjen@logica.com"|2332
1000816|"Michael Holm"|"DI ITEK (bestyrelse)"|""|"Michael Holm, Adm. direktørSystematic A/S"|2333
1001012|"Michael Holm"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Michael Holm, Systematic A/S  michael.holm@systematic.com"|2333
1000782|"Michael Husfeldt"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Entreprenørsektionen)"|"Direktør"|"Michael Husfeldt, Branche direktør"|2334
1000783|"Michael Husfeldt"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Park, Vej og Anlæg)"|"Direktør"|"Michael Husfeldt, Branche direktør"|2334
1000112|"Michael Højgaard"|"Tekniq - Installatørernes Organisation (Bestyrelse)"|""|"Medlem, Adm. direktør Michael Højgaard Lindpro A/S"|2335
1000914|"Michael Haaning"|"Dansk Venture- og Kapitalfondsforening - DVCA (Private Equity Udvalg)"|""|"Michael Haaning, director Nordic Capital"|2336
1000725|"Michael Jacobsen"|"Bygherreforeningen (Udbud og Konkurrence)"|"Formand"|"Michael Jacobsen, (formand), Universitets- og Bygningsstyrelsen"|2337
1001023|"Michael Janus"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Michael Janus, Oracle Danmark A/S  michael.janus@oracle.com"|2338
1000977|"Michael Justesen"|"Dansk Akvakultur (Skaldyr)"|""|"Michael Justesen,"|2339
1000908|"Michael Juul Nielsen"|"Dansk Travsports Centralforbund (bestyrelse)"|""|"Michael Juul Nielsen, (indtrådt som suppleant for Klaus G. Jensen)"|2340
1000804|"Michael Jørgensen"|"Det Danske Fjerkræraad (bestyrelse)"|""|"Michael Jørgensen, Produktionsdirektør"|2341
1000119|"Michael K. Rasmussen"|"DI (Udvalg for design)"|""|"Michael K. Rasmussen Direktør VELUX A/S"|2342
1001023|"Michael Karvø"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Michael Karvø, CEDI - Center for Digital Forvaltning  mka@cedi.dk"|2343
1000108|"Michael Kjær"|"Dansk Arbejdsgiverforening (DA) (Bestyrelse)"|""|"Adm. direktør Michael Kjær F GROUP A/S"|102344
1000109|"Michael Kjær"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Adm. direktør Michael Kjær F GROUP A/S"|102344
1000857|"Michael Kjær"|"Dansk Erhverv (bestyrelse)"|"Formand"|"Michael Kjær, Adm. direktør F Group A/S, Formand"|102344
1000858|"Michael Kjær"|"Dansk Erhverv (Forretningsudvalg)"|"Formand"|"Michael Kjær, Adm. direktør F Group A/S, Formand"|102344
1000929|"Michael Kjær"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|"Formand"|"Michael Kjær, Adm. direktør F Group, formand"|102344
1000979|"Michael Kjær"|"GTS - Godkendt Teknologisk Service (Bestyrelse)"|""|"Michael Kjær, adm. dir., DFM - Dansk Fundamental Metrologi"|202344
1000849|"Michael Kristiansen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Michael Kristiansen,"|2345
1000130|"Michael Krogh"|"DI (Udvalg for Konkurrenceret)"|""|"Michael Krogh Vicedirektør Forenede Service A/S"|2346
1000721|"Michael Larsen"|"Bygherreforeningen (Digitalisering)"|""|"Michael Larsen, Vejle Kommune"|2347
1000985|"Michael Lauemøller"|"Vin og Spiritus Organisationen i Danmark V.S.O.D. (bestyrelse)"|""|"Michael Lauemøller, Direktør Ludv. Bjørns Vinhandel A/S"|2348
1001016|"Michael Lemvigh"|"IT-Brancheforeningen (Juridisk udvalg)"|""|"Michael Lemvigh, Logica Danmark A/S  michael.lemvigh@logica.com"|2349
1000942|"Michael Lodberg"|"Materialistforeningen (bestyrelse)"|""|"Michael Lodberg ,"|2350
1000149|"Michael Lund Kristensen"|"Dansk Byggeri (Bestyrelse)"|""|"Direktør Michael Lund Kristensen BT Gulve A/S"|2351
1000139|"Michael Meister"|"DI (Udvalg for Telepolitik)"|""|"Michael Meister Salgs- og Marketingdirektør Jay.net A/S"|2352
1000903|"Michael Meyn"|"Dansk Håndbold Forbund (Appeludvalg)"|""|"Michael Meyn, Møllergade 108, 5700 Svendborg"|2353
1000963|"Michael Mikkelsen"|"Dansk Energi (bestyrelse)"|""|"Michael Mikkelsen, Scanenergi A/S, medlem"|2354
1000967|"Michael Mikkelsen"|"Dansk Energi – Elhandel (bestyrelse)"|"Formand"|"Michael Mikkelsen, Scanenergi A/S, formand"|2354
1000824|"Michael Mikuta"|"Byggesocietetet (Netværksgruppe1 i København)"|""|"Michael Mikuta, Floating Power Plant A/S"|2355
1000110|"Michael Mosegaard"|"Dansk Mode & Textil (Bestyrelse)"|""|"Borch Textile Group A/S"|2356
1000813|"Michael Mücke Jensen"|"Energi- og Olieforum (Bestyrelse)"|"Chef"|"Michael Mücke Jensen, Teknik- og miljøchef"|2357
1000837|"Michael Møller"|"Byggesocietetet (Sundhedsudvalget )"|""|"Michael Møller, Alectia A/S"|2358
1000754|"Michael Nielsen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggefaglig taskforce)"|""|"Michael Nielsen, COWI"|102359
1000832|"Michael Nielsen"|"Byggesocietetet (Bygherreudvalget )"|""|"Michael Nielsen, ATP Ejendomme A/S"|202359
1000111|"Michael Norden"|"Benzin- og Oliebranchens Arbejdsgiverforening - BOA (Bestyrelse)"|""|"adm. direktør for UnoX automat A/S"|2360
1000813|"Michael Norden"|"Energi- og Olieforum (Bestyrelse)"|""|"Michael Norden, adm. direktør for UnoX automat A/S"|2360
1000833|"Michael Nyboe"|"Byggesocietetet (By- og planudvalget )"|""|"Michael Nyboe, MOMENTUM Research & Development ApS"|2361
1001017|"Michael Nymann Folmer"|"IT-Brancheforeningen (Miljøudvalget)"|""|"Michael Nymann Folmer, ITB - Sekretariat  mnf@itb.dk"|2362
1000790|"Michael Nørregård"|"Foreningen af Auto- og Industrilakerere (bestyrelse)"|"Direktør"|"Michael Nørregård, adm. Direktør"|2363
1000738|"Michael Obel"|"Producentforeningen (bestyrelse)"|""|"Michael Obel, Repræsenterer spillefilm"|2364
1000808|"Michael Olsson"|"Forsikringsmæglerforeningen i Danmark (bestyrelse)"|""|"Michael Olsson,"|2365
1000860|"Michael Ostenfeld"|"Brancheforeningen automatik, tryk & transmission (bestyrelse)"|"Sekretariatschef"|"Michael Ostenfeld, sekretariatschef"|2366
1000918|"Michael Ostenfeld"|"Dansk Værktøjsmaskinforhandler Forening - DVF (bestyrelse)"|"Sekretariatschef"|"Michael Ostenfeld, Sekretariatschef:"|2366
1000944|"Michael Ostenfeld"|"Professionel Elektronik (bestyrelse)"|""|"Michael Ostenfeld, Sekretariatschef"|2366
1000722|"Michael Pagaard Madsen"|"Bygherreforeningen (Energi og Miljø)"|""|"Michael Pagaard Madsen, Kolding Kommune"|2367
1000716|"Michael Petersen"|"Danske Arkitektvirksomheder (Kvalitetsledelsesudvalget)"|""|"Michael Petersen, C & W arkitekter"|102368
1001063|"Michael Petersen"|"InvesteringsForeningsRådet (Skatteudvalget )"|""|"Michael Petersen, Nordea Invest"|202368
1001064|"Michael Petersen"|"InvesteringsForeningsRådet (Regnskabsudvalget)"|""|"Michael Petersen, Nordea Invest"|202368
1001023|"Michael Plougmann"|"IT-Brancheforeningen (Udvalget for Digital Forvaltning)"|""|"Michael Plougmann, Konica Minolta Business Solutions Denmark a/s  michael.plougmann@konicaminolta.dk"|2369
1001037|"Michael Poder"|"Danske Speditører (Fagudvalg UK)"|""|"Michael Poder, Blue Water Shipping A/S"|2370
1001086|"Michael Prehn"|"Danske Maritime (administration)"|"Underdirektør"|"Michael Prehn, cand.jur, Underdirektør"|2371
1000128|"Michael Pultz-Hansen"|"DI (Udvalg for Informationssikkerhed)"|""|"Michael Pultz-Hansen IT-administrator CompuGame-DAE A/S"|2372
1000930|"Michael Raffnsøe"|"International Chamber of Commerce Denmark (ICC-Denmark) (marketingsudvalg)"|""|"Michael Raffnsøe, Direktør Huset Markedsføring"|2373
1000753|"Michael Rasmussen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggeriudvalget)"|""|"Michael Rasmussen, NIRAS"|102374
1000929|"Michael Rasmussen"|"International Chamber of Commerce Denmark (ICC-Denmark) (bestyrelse)"|""|"Michael Rasmussen, Ordf. direktør Nordea A/S (Finansrådet)"|202374
1000959|"Michael Rasmussen"|"Finansrådet (Bestyrelse)"|"Formand"|"Michael Rasmussen, Bankdirektør Nordea Bank Danmark, Formand"|202374
1000960|"Michael Rasmussen"|"Finansrådet (formandskab)"|""|"Michael Rasmussen, Bankdirektør Nordea Bank Danmark, Formand"|202374
1001008|"Michael Ravbjerg Lundgaard"|"Foreningen af Interne Revisorer (Sektor: Industri m.v.)"|""|"Michael Ravbjerg Lundgaard, Revisionschef DSB"|2375
1000137|"Michael Rosenvold"|"DI (Udvalg for Skattepolitik)"|""|"Michael Rosenvold CFO Rambøll Gruppen A/S"|2376
1000886|"Michael Sahl-Hansen"|"Dansk Håndbold Forbund (bestyrelse)"|""|"Michael Sahl-Hansen, Bestyrelsesmedlem"|2377
1000124|"Michael Saxtorph"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Michael Saxtorph Vice President Danfoss A/S"|2378
1000113|"Michael Scherer"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Direktør Michael SchererGrefta-Tryk A/S, Grenaa"|2379
1000714|"Michael Schou"|"Danske Arkitektvirksomheder (IT-udvalget)"|""|"Michael Schou, White arkitekter"|2380
1000885|"Michael Slot Bundgaard"|"Dansk Forening for Rosport (bestyrelsen)"|"Sekretariatschef"|"Michael Slot Bundgaard, sekretariatschef"|2381
1000836|"Michael Soetmann"|"Byggesocietetet (Københavnsudvalget )"|""|"Michael Soetmann, By & Havn"|2382
1000775|"Michael Steen"|"Den Danske Finansanalytikerforening (DDF) (Forum for Performancemåling)"|""|"Michael Steen, CIPM, Lønmodtagernes Dyrtidsfond"|2383
1000770|"Michael Steen-Knudsen"|"Den Danske Finansanalytikerforening (DDF) (Regnskabsudvalget)"|""|"Michael Steen-Knudsen, Impact Communications"|2384
1000844|"Michael Svane"|"Landbrug & Fødevarer (Familielandbrugssektionen – bestyrelse)"|""|"Michael Svane,"|2385
1000848|"Michael Svane"|"Landbrug & Fødevarer (Økologisektionen – bestyrelse)"|"Næstformand"|"Michael Svane, Næstformand"|2385
1000893|"Michael Svendsen"|"Dansk Håndbold Forbund (Uddannelsesudvalg, bredde)"|""|"Michael Svendsen , Timianvej 9, 4600 Køge"|2386
1000923|"Michael Thorvaldsson"|"De Grafiske Fags Leverandørforening af 1927 – DGFL (bestyrelse)"|""|"Michael Thorvaldsson, Antalis A/S"|2387
1000731|"Michael Thøgersen"|"Dansk Aktionærforening (Generalforsamlingsudvalg)"|""|"Michael Thøgersen,"|2388
1001086|"Michael Vihlmann Jensen"|"Danske Maritime (administration)"|""|"Michael Vihlmann Jensen, maskiningeniør, Projektleder"|2389
1000863|"Michael Voll"|"Brancheforeningen for Kontor og Papir i Danmark – KONPA (Bestyrelse)"|""|"Michael Voll, Adm. direktør Despec Denmark A/S"|2390
1000828|"Michael W. Henriksen"|"Byggesocietetet (Netværksgruppe6 i Aalborg)"|""|"Michael W. Henriksen, C.W. Obel Ejendomme A/S"|2391
1000856|"Michael Wengel-Nielsen"|"Bilfærgernes Rederiforening (bestyrelse)"|"Sekretariatsleder"|"Michael Wengel-Nielsen, sekretariatsleder"|2392
